EmployeeID,Department,Position,Gender,Age,Education,ExperienceYears,City,ContractType,HireDate,Year,Salary,Bonus,PerformanceScore,SickLeave,VacationLeave,OvertimeHours,TrainingHours,MaritalStatus,PromotionLast5Years,JobLevel,Attrition
748,Operations,Senior Engineer,Female,22,Diploma,11,Pune,Permanent,2017-07-19 12:50:19,2022,838795,237733,1,8,12,2,31,Single,No,Manager,Yes
749,HR,Executive,Male,58,MBA,2,Mumbai,Permanent,2021-03-30 13:41:32,2023,1673651,232208,1,9,20,1,19,Single,No,Junior,No
750,HR,Associate,Male,43,MBA,8,Delhi,Permanent,2021-04-21 19:20:01,2020,899787,171243,4,2,19,27,11,Single,Yes,Senior,No
751,HR,Manager,Female,27,PhD,1,Bangalore,Contract,2020-10-18 17:49:50,2021,1028229,109023,2,13,25,1,61,Married,No,Mid,No
752,Marketing,Senior Engineer,Male,42,MBA,2,Hyderabad,Contract,2018-01-26 01:24:01,2023,1200794,227012,5,3,19,21,46,Married,Yes,Junior,No
753,Sales,Associate,Female,53,Master,13,Mumbai,Permanent,2017-07-11 05:32:45,2023,1707539,184772,3,6,20,6,13,Single,No,Junior,No
754,Marketing,Analyst,Male,56,PhD,3,Delhi,Contract,2021-05-22 18:51:31,2024,1452188,61516,2,1,29,3,10,Married,No,Manager,No
755,Sales,Analyst,Female,36,MBA,18,Mumbai,Permanent,2023-07-24 09:48:55,2022,386120,297721,1,7,5,48,61,Single,No,Senior,No
756,Marketing,Analyst,Female,26,MBA,12,Bangalore,Permanent,2017-07-10 08:37:16,2023,1203841,275623,3,4,14,37,34,Married,No,Manager,No
757,Marketing,Analyst,Female,27,Diploma,6,Pune,Permanent,2023-05-20 11:33:27,2022,1177350,35015,4,14,23,38,59,Married,Yes,Mid,No
758,Operations,Manager,Female,46,MBA,11,Delhi,Permanent,2016-12-10 04:28:23,2020,890888,111104,2,0,9,19,58,Married,No,Mid,No
759,IT,Senior Engineer,Male,50,Bachelor,2,Mumbai,Permanent,2023-08-17 02:38:25,2021,866136,248356,5,2,22,5,31,Single,No,Senior,No
760,Marketing,Director,Male,28,PhD,8,Mumbai,Permanent,2015-10-15 21:13:15,2021,1326923,103190,2,14,7,8,63,Single,Yes,Senior,Yes
761,Operations,Executive,Female,34,Bachelor,1,Mumbai,Permanent,2017-01-18 22:31:23,2023,831108,149516,2,8,8,51,11,Married,No,Senior,No
762,Finance,Manager,Female,59,PhD,8,Pune,Contract,2023-10-06 14:20:29,2023,1094944,193441,3,4,8,59,44,Single,No,Manager,No
763,IT,Manager,Male,39,Diploma,11,Mumbai,Permanent,2022-05-21 07:51:49,2020,1516373,154718,4,7,15,30,76,Single,No,Senior,Yes
764,Marketing,Director,Male,23,MBA,11,Hyderabad,Contract,2023-03-08 20:25:58,2024,613678,107007,4,0,13,25,6,Married,No,Senior,No
765,HR,Director,Male,29,MBA,14,Hyderabad,Contract,2022-04-11 04:10:15,2024,1735911,176978,2,13,5,35,18,Single,Yes,Manager,No
766,Finance,Executive,Male,32,MBA,1,Mumbai,Permanent,2017-03-14 05:42:04,2024,885233,237715,4,6,29,25,14,Single,No,Mid,No
767,Finance,Executive,Male,54,PhD,17,Hyderabad,Contract,2019-04-17 00:33:25,2022,645564,67728,3,6,20,27,54,Married,No,Mid,Yes
768,Operations,Director,Male,59,MBA,12,Delhi,Contract,2022-08-06 05:08:46,2024,1527103,297022,3,7,13,4,22,Married,No,Junior,Yes
769,Finance,Analyst,Female,48,Bachelor,13,Hyderabad,Contract,2022-09-28 13:11:21,2021,1694208,29145,5,2,15,50,22,Married,No,Mid,No
770,IT,Manager,Male,41,MBA,4,Mumbai,Permanent,2018-10-26 07:27:28,2022,813796,108578,4,0,10,9,20,Married,No,Senior,No
771,Marketing,Associate,Male,33,Diploma,9,Bangalore,Permanent,2018-05-05 02:49:51,2020,483505,38226,5,10,21,17,56,Single,Yes,Mid,No
772,Marketing,Executive,Female,52,Bachelor,11,Delhi,Permanent,2018-03-17 11:17:17,2021,1620431,284946,1,14,16,14,73,Single,No,Manager,No
773,HR,Executive,Male,48,MBA,9,Pune,Permanent,2021-02-21 10:35:02,2021,1434585,44119,3,8,26,56,56,Married,No,Mid,No
774,Operations,Director,Male,53,MBA,10,Mumbai,Permanent,2015-09-22 16:00:23,2019,1039145,83560,2,0,12,32,35,Married,No,Mid,No
775,HR,Senior Engineer,Male,31,Master,1,Pune,Contract,2016-08-13 22:04:17,2020,833885,77353,3,10,20,4,27,Single,No,Junior,No
776,Finance,Associate,Male,24,PhD,4,Bangalore,Contract,2023-10-28 04:16:06,2020,1408643,265741,1,5,9,36,46,Single,Yes,Junior,No
777,HR,Associate,Male,48,Bachelor,6,Pune,Permanent,2018-03-12 21:35:33,2019,872310,243793,2,8,25,39,66,Single,Yes,Senior,No
778,IT,Executive,Female,56,Master,5,Mumbai,Contract,2015-01-07 00:21:16,2022,813959,91641,4,13,5,21,54,Married,Yes,Manager,Yes
779,Marketing,Analyst,Male,52,Diploma,2,Mumbai,Contract,2024-11-22 03:02:27,2024,512996,71712,4,1,21,21,19,Married,No,Senior,No
780,Finance,Senior Engineer,Female,36,PhD,12,Bangalore,Contract,2018-08-15 10:05:21,2024,1199105,150085,3,3,28,21,48,Married,No,Manager,No
781,HR,Associate,Female,37,Bachelor,2,Mumbai,Contract,2017-09-16 13:10:01,2024,1848055,135278,2,1,25,51,46,Married,No,Manager,No
782,Operations,Executive,Male,34,MBA,20,Bangalore,Permanent,2023-06-09 02:37:09,2024,1333360,194021,2,3,12,14,49,Single,Yes,Junior,No
783,IT,Associate,Female,56,Bachelor,5,Bangalore,Permanent,2019-10-04 15:40:37,2024,711998,185201,5,1,14,16,39,Married,Yes,Mid,No
784,IT,Senior Engineer,Male,32,MBA,10,Mumbai,Permanent,2016-12-26 15:02:19,2019,876070,122077,1,11,22,50,26,Married,No,Mid,Yes
785,HR,Senior Engineer,Female,42,PhD,16,Hyderabad,Contract,2024-02-15 06:15:42,2020,765360,230103,4,0,19,44,78,Single,No,Junior,No
786,Marketing,Manager,Female,32,MBA,9,Bangalore,Contract,2017-08-27 10:37:18,2022,801525,284208,3,10,24,57,79,Married,No,Senior,No
787,HR,Director,Male,51,Diploma,11,Mumbai,Permanent,2016-10-25 05:19:54,2021,1204462,115614,2,2,17,27,42,Single,No,Mid,No
788,Finance,Director,Male,56,MBA,16,Hyderabad,Permanent,2019-01-09 17:50:34,2024,1158468,202639,4,7,14,58,74,Married,No,Senior,No
789,HR,Executive,Male,43,Diploma,3,Bangalore,Contract,2016-08-01 20:54:17,2019,1646062,137639,3,4,13,21,68,Single,Yes,Mid,No
790,IT,Senior Engineer,Male,59,PhD,1,Hyderabad,Permanent,2022-09-25 03:31:36,2022,1434321,224583,4,3,17,20,11,Single,Yes,Senior,No
791,HR,Manager,Male,52,PhD,10,Delhi,Permanent,2018-06-04 18:09:28,2022,1238481,30960,3,4,7,41,48,Single,Yes,Manager,No
792,Marketing,Manager,Female,35,Bachelor,6,Delhi,Contract,2019-12-21 15:13:00,2022,1583224,141789,4,5,26,16,11,Married,Yes,Manager,No
793,Operations,Associate,Female,45,Diploma,1,Hyderabad,Contract,2022-04-20 05:13:20,2019,1668116,83960,5,5,27,4,70,Married,Yes,Mid,No
794,Sales,Associate,Female,53,Diploma,17,Bangalore,Permanent,2019-04-20 21:09:28,2021,1463412,142994,1,4,7,17,64,Married,No,Senior,No
795,HR,Manager,Female,57,Master,20,Mumbai,Contract,2023-05-30 03:22:23,2024,406998,226168,4,11,5,16,5,Married,No,Senior,No
796,Marketing,Associate,Female,53,Master,3,Pune,Permanent,2024-09-16 07:22:13,2022,350021,190307,1,10,6,3,66,Married,No,Manager,No
797,Marketing,Senior Engineer,Female,36,Master,7,Mumbai,Contract,2021-11-18 12:27:01,2019,1810849,47949,4,11,15,53,22,Married,No,Senior,Yes
798,Operations,Analyst,Female,56,MBA,19,Pune,Contract,2024-02-01 04:09:14,2020,820410,173893,2,5,18,6,11,Single,No,Junior,No
799,IT,Senior Engineer,Male,24,Master,13,Pune,Permanent,2021-09-26 03:21:58,2019,1479248,222684,5,8,14,24,58,Married,Yes,Senior,No
800,Marketing,Manager,Male,37,Diploma,11,Bangalore,Contract,2022-04-09 11:38:43,2019,680703,233065,5,4,11,36,71,Married,No,Manager,No
801,Marketing,Manager,Female,26,MBA,20,Hyderabad,Permanent,2018-05-26 17:20:00,2019,1044875,277798,1,12,27,39,14,Single,No,Junior,No
802,Marketing,Senior Engineer,Female,42,PhD,17,Mumbai,Contract,2017-08-01 09:26:13,2022,724018,70701,2,5,5,39,65,Single,No,Junior,No
803,Marketing,Associate,Male,31,Bachelor,10,Hyderabad,Permanent,2017-01-31 05:15:08,2019,1033121,100664,3,3,11,42,63,Married,No,Senior,No
804,Finance,Associate,Male,40,Master,7,Delhi,Contract,2022-06-07 07:36:51,2020,901305,59427,5,12,19,8,63,Single,Yes,Manager,No
805,Finance,Director,Male,46,PhD,1,Bangalore,Contract,2020-11-19 00:24:00,2022,1828545,117180,2,2,15,18,73,Married,No,Manager,No
806,IT,Manager,Male,25,Diploma,14,Bangalore,Permanent,2022-05-24 09:22:48,2020,1011182,123550,2,12,10,50,67,Single,Yes,Manager,Yes
807,HR,Executive,Female,50,Bachelor,8,Delhi,Contract,2024-05-15 07:44:43,2023,1793395,97952,1,11,26,8,12,Married,No,Junior,No
808,Marketing,Director,Male,40,PhD,18,Mumbai,Permanent,2017-10-11 00:34:03,2019,664833,86046,2,5,11,22,59,Single,No,Manager,No
809,Operations,Associate,Female,23,Bachelor,19,Delhi,Contract,2023-06-28 13:14:52,2024,380291,126918,2,10,11,30,10,Single,Yes,Junior,No
810,HR,Senior Engineer,Female,31,Master,7,Mumbai,Contract,2017-07-22 02:12:22,2024,880294,111070,3,10,5,31,5,Married,Yes,Junior,No
811,Operations,Associate,Female,46,Diploma,18,Pune,Permanent,2016-09-08 19:06:20,2022,928556,78168,1,4,14,51,60,Married,Yes,Mid,No
812,HR,Senior Engineer,Male,41,Bachelor,4,Bangalore,Contract,2015-08-31 05:08:58,2024,1660858,90246,1,3,25,30,79,Single,Yes,Senior,No
813,IT,Director,Male,40,PhD,10,Mumbai,Contract,2016-04-28 05:59:36,2022,886686,189964,2,4,19,16,14,Single,No,Manager,Yes
814,Marketing,Manager,Female,44,Master,14,Hyderabad,Permanent,2018-03-23 21:17:12,2019,521163,35583,3,6,12,47,27,Single,No,Junior,No
815,Marketing,Associate,Female,45,Master,7,Hyderabad,Contract,2018-03-21 12:26:31,2021,975234,175925,4,0,28,38,20,Single,Yes,Senior,No
816,Sales,Senior Engineer,Female,32,PhD,18,Bangalore,Permanent,2016-09-10 15:54:55,2021,1474189,259285,5,13,23,57,20,Married,No,Junior,No
817,Operations,Manager,Male,55,PhD,7,Delhi,Permanent,2022-04-09 21:43:38,2020,402071,288803,1,14,7,21,60,Single,No,Senior,No
818,HR,Executive,Female,49,Bachelor,18,Delhi,Permanent,2016-07-20 04:24:31,2019,1853672,283382,3,0,27,34,10,Single,Yes,Junior,No
819,HR,Senior Engineer,Male,26,MBA,17,Mumbai,Contract,2024-09-24 15:23:39,2024,410572,141270,3,10,19,29,34,Married,Yes,Manager,No
820,Finance,Director,Female,26,Master,9,Delhi,Contract,2015-02-21 18:54:05,2019,1072054,35064,2,12,8,52,67,Married,No,Mid,No
821,Sales,Executive,Female,42,Bachelor,6,Bangalore,Permanent,2024-03-14 21:31:23,2023,438997,182187,5,0,10,50,5,Married,Yes,Mid,No
822,Finance,Executive,Female,33,PhD,8,Mumbai,Contract,2023-08-10 08:14:23,2021,386388,183024,1,1,29,39,55,Married,No,Mid,No
823,Finance,Analyst,Male,25,Bachelor,0,Pune,Permanent,2024-04-02 12:59:29,2024,920007,156692,4,8,14,36,50,Married,Yes,Junior,Yes
824,Finance,Associate,Male,41,PhD,18,Delhi,Contract,2016-09-17 11:39:32,2021,1990882,119790,2,12,22,25,25,Married,No,Senior,Yes
825,Operations,Senior Engineer,Female,59,Diploma,4,Delhi,Permanent,2015-04-19 11:12:00,2019,1422834,64258,1,4,20,57,42,Single,No,Manager,No
826,Operations,Executive,Male,46,PhD,18,Mumbai,Permanent,2017-05-10 23:09:16,2024,1136507,155542,1,13,22,5,73,Single,No,Manager,No
827,IT,Analyst,Female,35,PhD,0,Hyderabad,Contract,2022-06-17 15:56:47,2020,1999862,132192,3,8,10,33,67,Single,No,Junior,No
828,IT,Director,Male,32,PhD,14,Delhi,Permanent,2022-12-29 10:57:07,2019,1109063,125481,5,12,23,55,54,Married,No,Mid,No
829,Finance,Manager,Male,53,MBA,15,Bangalore,Permanent,2021-04-08 22:17:51,2020,947408,183118,4,4,21,31,16,Married,Yes,Junior,No
830,Sales,Senior Engineer,Male,32,PhD,6,Delhi,Contract,2017-01-12 03:34:35,2024,1017804,222049,5,14,22,24,73,Single,No,Senior,No
831,HR,Executive,Female,39,Master,11,Pune,Permanent,2020-06-29 19:47:32,2021,809800,267600,3,13,17,50,77,Single,No,Mid,No
832,Operations,Associate,Male,48,Master,7,Delhi,Permanent,2020-07-19 20:09:16,2023,701099,25397,4,6,11,12,48,Married,No,Junior,Yes
833,Sales,Analyst,Male,39,Bachelor,4,Hyderabad,Contract,2023-07-20 10:21:39,2022,1919085,103481,4,13,24,37,56,Married,No,Senior,No
834,Marketing,Executive,Female,44,MBA,9,Delhi,Permanent,2022-10-01 17:00:41,2021,1496845,173305,2,13,16,37,13,Single,Yes,Mid,Yes
835,Operations,Associate,Female,32,Bachelor,20,Mumbai,Permanent,2021-06-10 12:21:51,2020,1716642,220798,4,14,6,1,69,Single,No,Manager,No
836,Operations,Executive,Female,42,Master,4,Delhi,Permanent,2020-04-01 17:21:40,2019,333550,21130,1,5,16,57,14,Single,No,Senior,No
837,IT,Senior Engineer,Female,26,Master,16,Hyderabad,Permanent,2020-08-11 10:41:53,2024,576786,144293,5,1,16,55,50,Single,No,Manager,Yes
838,HR,Senior Engineer,Male,44,Diploma,4,Mumbai,Permanent,2018-06-14 16:14:06,2021,930381,34071,5,2,28,4,62,Single,No,Senior,No
839,HR,Senior Engineer,Male,46,PhD,14,Bangalore,Permanent,2015-02-09 16:26:51,2023,717799,22118,2,4,8,10,41,Married,Yes,Mid,Yes
840,Marketing,Director,Male,31,Master,12,Mumbai,Permanent,2023-10-22 08:04:00,2024,1609764,151735,4,3,8,10,56,Single,No,Junior,No
841,Marketing,Director,Male,43,Bachelor,0,Pune,Permanent,2023-04-23 17:27:20,2020,1966749,82408,3,13,22,23,17,Single,No,Junior,No
842,Operations,Analyst,Male,40,Bachelor,10,Mumbai,Contract,2015-09-08 06:28:49,2024,903826,71786,1,10,20,13,10,Married,No,Junior,Yes
843,Finance,Senior Engineer,Female,22,PhD,0,Bangalore,Permanent,2023-01-21 03:30:13,2024,624158,101271,2,5,18,44,62,Single,No,Junior,No
844,IT,Associate,Male,28,PhD,10,Delhi,Permanent,2019-05-17 07:51:11,2019,1105955,39158,4,7,21,29,52,Married,No,Senior,No
845,IT,Executive,Male,25,Diploma,17,Mumbai,Contract,2021-12-18 03:05:20,2022,672429,108114,3,7,21,39,36,Married,Yes,Junior,No
846,Operations,Manager,Male,22,MBA,17,Mumbai,Permanent,2018-09-19 13:32:40,2020,1025903,204193,4,2,7,46,15,Single,No,Junior,No
847,Sales,Associate,Female,36,Bachelor,20,Mumbai,Permanent,2019-12-25 07:03:36,2019,930167,39874,2,3,10,43,9,Single,No,Senior,No
848,Finance,Director,Female,33,PhD,15,Mumbai,Permanent,2016-06-14 21:26:56,2022,390629,259139,3,0,27,34,10,Married,No,Senior,No
849,Operations,Director,Male,43,Bachelor,12,Bangalore,Permanent,2019-12-28 09:46:13,2019,1856280,60821,3,1,17,20,78,Married,No,Mid,No
850,Finance,Associate,Female,43,PhD,6,Hyderabad,Permanent,2022-02-22 23:10:47,2022,638974,135675,3,12,13,54,25,Married,No,Senior,No
851,Finance,Director,Female,38,Master,0,Hyderabad,Permanent,2019-09-09 07:16:34,2022,1321445,142603,3,8,25,4,46,Single,Yes,Manager,No
852,Finance,Senior Engineer,Female,50,Bachelor,15,Mumbai,Contract,2022-02-11 16:08:00,2022,1656258,89381,4,14,13,37,31,Single,Yes,Mid,No
853,Operations,Analyst,Female,35,Master,0,Bangalore,Contract,2020-05-15 10:48:32,2019,609454,195725,3,11,12,1,7,Single,No,Mid,No
854,IT,Executive,Female,41,Bachelor,16,Bangalore,Contract,2015-06-21 20:31:08,2024,1228412,106217,4,9,21,39,64,Single,No,Junior,No
855,IT,Analyst,Female,54,MBA,5,Mumbai,Contract,2017-10-15 03:19:33,2022,1463842,274585,3,9,20,36,70,Single,No,Junior,No
856,Finance,Executive,Female,36,Diploma,1,Pune,Contract,2023-07-26 04:30:24,2024,1536938,231470,3,1,20,53,53,Married,No,Manager,No
857,Sales,Executive,Male,33,Master,16,Mumbai,Permanent,2020-04-16 10:07:41,2020,746850,140026,2,11,23,48,38,Single,No,Junior,No
858,HR,Analyst,Male,41,PhD,5,Pune,Permanent,2020-10-15 16:42:10,2023,1099131,254257,4,5,28,57,41,Single,No,Senior,Yes
859,Operations,Associate,Female,51,MBA,13,Mumbai,Permanent,2019-08-15 07:19:50,2024,1579817,73106,4,13,20,33,46,Married,No,Senior,No
860,HR,Executive,Male,59,Bachelor,17,Pune,Permanent,2023-01-06 14:30:33,2023,1599825,101227,5,6,29,10,69,Single,No,Junior,No
861,Sales,Analyst,Male,24,Master,5,Pune,Permanent,2018-01-26 08:26:26,2022,366912,176100,2,5,18,35,64,Single,Yes,Junior,No
862,Operations,Executive,Female,49,Bachelor,9,Mumbai,Contract,2021-02-04 21:48:02,2023,379183,62135,4,7,24,10,5,Single,No,Senior,Yes
863,Finance,Manager,Male,47,Bachelor,17,Pune,Contract,2019-07-25 08:37:23,2023,360282,182138,2,8,18,8,63,Married,No,Mid,Yes
864,IT,Associate,Female,51,Bachelor,8,Delhi,Permanent,2022-07-25 17:18:11,2022,358249,139599,2,7,18,5,8,Married,No,Manager,No
865,HR,Senior Engineer,Female,34,Diploma,7,Hyderabad,Permanent,2017-05-26 20:03:53,2024,1911040,249789,2,4,18,55,18,Single,Yes,Manager,No
866,Marketing,Executive,Female,34,Diploma,9,Bangalore,Permanent,2015-12-12 21:14:32,2022,832451,103470,1,7,16,33,22,Single,No,Mid,No
867,Marketing,Manager,Male,23,PhD,16,Pune,Contract,2016-01-15 14:57:37,2020,423844,264090,4,9,10,57,38,Single,No,Manager,No
868,Sales,Senior Engineer,Male,58,Master,5,Pune,Contract,2023-10-02 10:09:07,2021,666731,158213,2,14,24,46,5,Married,Yes,Junior,No
869,Finance,Senior Engineer,Male,59,MBA,13,Bangalore,Permanent,2022-11-21 11:45:59,2019,1055640,65950,1,14,17,36,57,Married,No,Junior,No
870,HR,Executive,Male,23,MBA,5,Pune,Contract,2015-01-04 21:19:43,2022,634123,206795,1,9,20,31,26,Single,No,Junior,No
871,Finance,Analyst,Female,57,MBA,6,Bangalore,Permanent,2021-11-18 03:31:08,2022,903148,298369,3,8,13,59,65,Single,No,Manager,No
872,HR,Executive,Female,47,Bachelor,11,Mumbai,Contract,2020-08-24 22:35:50,2023,1500791,99711,3,13,6,11,26,Single,Yes,Mid,No
873,Sales,Manager,Male,32,Diploma,2,Delhi,Contract,2019-04-16 08:26:27,2020,1955775,161123,4,7,26,44,54,Single,Yes,Junior,No
874,Sales,Senior Engineer,Female,29,Master,13,Delhi,Permanent,2023-03-20 02:42:26,2023,1124428,222500,3,1,7,31,20,Married,No,Mid,No
875,Marketing,Executive,Female,43,Bachelor,18,Hyderabad,Contract,2017-12-16 15:26:52,2024,1753540,275284,4,1,14,16,32,Married,No,Senior,Yes
876,Finance,Analyst,Male,41,Diploma,15,Pune,Contract,2017-10-19 13:36:41,2022,656215,285593,1,11,24,3,74,Single,Yes,Senior,No
877,Operations,Executive,Female,29,Diploma,6,Hyderabad,Permanent,2017-04-13 17:28:17,2022,347252,180262,1,2,6,41,46,Married,Yes,Senior,No
878,Marketing,Associate,Male,50,Master,7,Mumbai,Contract,2016-03-27 23:06:51,2023,1209166,120245,4,6,28,32,70,Married,No,Manager,No
879,Finance,Analyst,Female,47,Master,17,Delhi,Permanent,2017-10-05 10:09:35,2022,756395,117069,3,8,14,42,75,Single,Yes,Manager,No
880,Marketing,Manager,Male,51,Master,12,Mumbai,Contract,2016-10-21 10:10:37,2024,1401332,177213,3,7,12,47,39,Single,No,Junior,Yes
881,Operations,Senior Engineer,Female,38,Bachelor,20,Mumbai,Permanent,2024-01-09 09:51:03,2021,652690,253597,4,8,21,42,24,Single,No,Senior,No
882,IT,Executive,Female,41,PhD,8,Pune,Permanent,2022-06-13 23:47:32,2019,693236,43908,5,5,26,8,6,Single,No,Mid,No
883,IT,Analyst,Male,37,Master,9,Mumbai,Contract,2021-10-13 02:23:13,2019,1212234,274340,3,0,5,33,11,Married,No,Manager,No
884,IT,Associate,Male,28,PhD,20,Delhi,Contract,2015-12-06 14:22:57,2019,1559901,296156,2,13,10,38,53,Single,No,Mid,No
885,IT,Analyst,Male,37,Bachelor,8,Hyderabad,Permanent,2020-09-21 11:25:35,2021,670565,37412,3,11,11,50,13,Single,Yes,Mid,No
886,HR,Director,Male,48,PhD,14,Delhi,Contract,2020-04-12 16:17:12,2022,1227168,287800,5,3,19,29,31,Single,No,Junior,No
887,IT,Associate,Female,44,MBA,19,Pune,Contract,2019-02-01 07:31:14,2023,1677355,160039,1,12,22,49,6,Single,No,Junior,No
888,Operations,Manager,Female,45,PhD,1,Delhi,Contract,2018-01-09 22:28:41,2020,1109657,298017,1,5,13,19,72,Married,No,Mid,Yes
889,Sales,Senior Engineer,Male,30,Master,12,Bangalore,Permanent,2017-05-16 13:51:16,2022,499245,114485,1,14,12,38,64,Single,No,Mid,Yes
890,Sales,Manager,Female,56,Bachelor,1,Hyderabad,Permanent,2024-09-15 08:05:49,2021,1193317,218879,3,11,29,22,53,Single,No,Mid,Yes
891,HR,Executive,Male,41,Master,18,Bangalore,Permanent,2022-10-22 04:21:47,2024,1847840,21607,1,5,14,40,6,Married,Yes,Mid,No
892,IT,Analyst,Male,58,MBA,1,Bangalore,Contract,2017-04-11 22:52:17,2021,1433909,170595,5,14,8,43,21,Single,No,Senior,Yes
893,IT,Director,Female,38,Master,2,Pune,Contract,2022-02-25 20:07:35,2019,572951,68447,5,7,24,34,24,Single,No,Mid,No
894,IT,Associate,Female,52,Master,5,Mumbai,Permanent,2024-05-28 08:15:05,2022,1300778,69757,3,14,12,22,36,Single,No,Manager,Yes
895,Marketing,Associate,Male,29,Master,2,Bangalore,Permanent,2022-11-09 11:38:23,2019,1354978,280114,2,0,5,53,55,Married,Yes,Junior,No
896,Finance,Analyst,Male,36,Diploma,9,Delhi,Contract,2021-05-31 17:28:22,2020,1353097,270495,3,12,12,57,46,Single,Yes,Manager,No
897,Marketing,Director,Male,52,MBA,5,Mumbai,Contract,2020-07-20 10:24:49,2024,1018525,244598,1,10,27,47,67,Single,Yes,Junior,Yes
898,Finance,Analyst,Female,51,Master,15,Delhi,Contract,2023-11-06 13:53:17,2019,1075173,232916,3,1,16,38,65,Single,No,Junior,No
899,IT,Executive,Female,41,Master,16,Delhi,Contract,2020-10-19 02:23:10,2020,1201125,287606,5,1,27,22,66,Married,No,Junior,No
900,IT,Manager,Female,33,Master,18,Mumbai,Permanent,2024-01-26 08:29:19,2021,308382,182867,3,12,29,57,7,Single,No,Manager,Yes
901,Marketing,Associate,Female,38,Bachelor,2,Mumbai,Contract,2021-03-18 16:39:09,2019,816243,220878,3,5,19,36,30,Single,No,Junior,No
902,Marketing,Executive,Male,51,Diploma,17,Delhi,Contract,2021-06-19 04:23:02,2019,1197428,110027,2,13,17,56,52,Single,Yes,Mid,No
903,Finance,Manager,Male,50,Bachelor,6,Pune,Permanent,2024-06-03 10:06:06,2023,1844449,70528,5,13,20,22,12,Married,No,Mid,No
904,Sales,Executive,Male,40,Diploma,8,Hyderabad,Permanent,2023-05-31 17:54:31,2024,839353,68242,4,10,27,38,9,Married,No,Senior,Yes
905,Finance,Director,Male,32,Master,19,Hyderabad,Contract,2018-05-21 23:05:35,2024,647614,134688,4,6,22,27,15,Single,No,Senior,No
906,Marketing,Associate,Male,55,MBA,11,Pune,Permanent,2017-05-31 14:48:59,2021,314425,21783,5,1,5,18,46,Single,No,Senior,No
907,Operations,Analyst,Male,28,PhD,4,Mumbai,Contract,2015-08-06 18:23:11,2023,1099543,48390,4,4,21,48,45,Married,No,Mid,Yes
908,Marketing,Analyst,Female,55,PhD,2,Delhi,Contract,2022-03-20 15:42:31,2020,1520447,159489,1,5,20,47,23,Single,No,Manager,No
909,Operations,Manager,Female,41,Master,10,Hyderabad,Permanent,2015-06-18 22:05:53,2020,877545,92102,4,3,27,29,52,Married,Yes,Senior,No
910,HR,Senior Engineer,Male,59,Bachelor,3,Delhi,Permanent,2018-07-22 08:44:37,2021,643190,299570,1,0,9,20,57,Married,No,Mid,No
911,Marketing,Director,Male,45,MBA,4,Pune,Contract,2015-09-07 22:41:16,2024,1124283,50750,5,2,24,23,59,Married,Yes,Junior,No
912,HR,Manager,Female,31,Diploma,0,Delhi,Permanent,2022-07-15 06:59:55,2020,1881680,78188,4,13,25,20,65,Single,No,Manager,No
913,Sales,Senior Engineer,Female,53,Master,17,Pune,Contract,2019-02-24 23:47:58,2021,1819645,293016,4,9,14,25,36,Married,Yes,Manager,No
914,Finance,Executive,Female,36,MBA,11,Mumbai,Contract,2015-12-05 13:05:12,2020,302175,114231,1,8,10,50,50,Married,No,Mid,No
915,Operations,Director,Female,58,MBA,12,Pune,Contract,2016-07-30 02:55:29,2022,1622061,199158,1,12,16,56,40,Single,No,Mid,No
916,Finance,Executive,Male,41,Diploma,8,Pune,Permanent,2017-03-17 23:18:40,2019,1150340,86770,3,5,14,49,22,Single,No,Junior,No
917,HR,Associate,Male,24,MBA,1,Hyderabad,Contract,2015-03-25 12:02:34,2024,1802687,251360,2,1,26,50,78,Single,No,Junior,No
918,Operations,Director,Male,58,Bachelor,4,Delhi,Contract,2016-12-23 03:18:52,2022,1932560,245440,4,8,21,59,22,Married,Yes,Junior,No
919,Finance,Senior Engineer,Male,29,Bachelor,12,Hyderabad,Contract,2021-07-07 13:14:12,2021,488961,239249,2,3,6,35,16,Married,No,Manager,No
920,Marketing,Associate,Male,44,Bachelor,15,Bangalore,Permanent,2017-05-02 13:10:45,2021,1566792,112663,2,10,23,25,76,Single,No,Manager,No
921,IT,Analyst,Female,32,MBA,15,Pune,Contract,2019-10-12 18:29:06,2022,645259,185792,4,12,24,32,50,Married,No,Senior,No
922,HR,Senior Engineer,Male,29,Bachelor,2,Bangalore,Contract,2019-08-27 10:53:35,2019,592338,169151,1,7,10,58,59,Single,No,Senior,No
923,Finance,Manager,Female,50,Diploma,3,Hyderabad,Contract,2018-03-02 04:28:59,2019,728053,154363,3,9,17,35,42,Single,No,Senior,No
924,HR,Analyst,Male,51,MBA,10,Delhi,Permanent,2016-10-22 09:51:18,2023,1810686,225156,5,6,13,3,6,Single,No,Manager,No
925,HR,Analyst,Male,31,PhD,13,Hyderabad,Contract,2021-02-20 17:20:14,2020,1432934,132808,4,11,16,8,13,Single,Yes,Junior,No
926,Operations,Manager,Male,49,MBA,2,Delhi,Contract,2022-12-15 02:50:08,2023,1521224,130091,4,10,22,7,9,Single,Yes,Senior,No
927,Operations,Director,Male,57,Diploma,15,Delhi,Permanent,2021-01-30 02:00:12,2019,1713268,69393,5,2,12,1,23,Married,Yes,Junior,No
928,IT,Analyst,Male,34,PhD,14,Mumbai,Permanent,2015-09-03 13:53:04,2022,858867,113558,2,14,29,28,75,Married,No,Junior,No
